index,categoryId,category,rotation,difficulty,learnerLevel,priority,phase,complexity,title,path,deliverables,learningTreatment,assessment,qaStandard,sourceLine,topicId
"165","ap_resp","Respiratory / Thoracic","Thoracic pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Infections","The Respiratory Tract, Pleura, and Mediastinum > The Respiratory Tract > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Infections","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","3515","86695d5a-df0a-47de-bdf5-cf19559234d0"
"166","ap_resp","Respiratory / Thoracic","Thoracic pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Respiratory bronchiolitis","The Respiratory Tract, Pleura, and Mediastinum > The Respiratory Tract > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Respiratory bronchiolitis","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","3519","deca1bba-45d2-4d2f-a6b7-e76bef2545bd"
"167","ap_resp","Respiratory / Thoracic","Thoracic pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Constrictive bronchiolitis","The Respiratory Tract, Pleura, and Mediastinum > The Respiratory Tract > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Bronchiolocentric interstitial lung disease > Constrictive bronchiolitis","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","3521","d35c7ed2-393a-4fb0-9215-654df5bc314d"
"168","ap_resp","Respiratory / Thoracic","Thoracic pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Pulmonary hypertension","The Respiratory Tract, Pleura, and Mediastinum > The Respiratory Tract > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Pulmonary hypertension","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","3527","424dcb2b-6e14-4337-bdde-dc8571fb1c3e"
"169","ap_resp","Respiratory / Thoracic","Thoracic pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Churg-Strass","The Respiratory Tract, Pleura, and Mediastinum > The Respiratory Tract > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Churg-Strass","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","3529","16cd492a-0925-4c62-b2ff-b9bcb325170d"
"170","ap_resp","Respiratory / Thoracic","Thoracic pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Sclerosing pneumocytoma","The Respiratory Tract, Pleura, and Mediastinum > The Respiratory Tract > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Meningothelial-like nodule > Sclerosing pneumocytoma","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","3536","dc2007ac-74a5-4b8a-ba24-7df888455042"
"171","ap_resp","Respiratory / Thoracic","Thoracic pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","PEComa","The Respiratory Tract, Pleura, and Mediastinum > The Respiratory Tract > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > PEComa","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","3537","98b8d70c-dc1d-43f5-a58c-14699d14573b"
"172","ap_resp","Respiratory / Thoracic","Thoracic pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Lymphoepithlioma-like carcinoma","The Respiratory Tract, Pleura, and Mediastinum > The Respiratory Tract > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Lymphoepithlioma-like carcinoma","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","contrastive learning set with two near-misses, diagnostic threshold cue, and delayed mixed retrieval","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","3613","734d382a-ffea-40b6-a975-c19f2527ff60"
"173","ap_resp","Respiratory / Thoracic","Thoracic pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Carcinosarcoma/pulmonary blastoma","The Respiratory Tract, Pleura, and Mediastinum > The Respiratory Tract > Physiologic Changes, Metabolic Conditions & Trauma/Infarct > Carcinosarcoma/pulmonary blastoma","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","3615","5259b896-c975-4c0a-9db5-8be5400248d5"
"174","ap_resp","Respiratory / Thoracic","Thoracic pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Mediastinitis","The Respiratory Tract, Pleura, and Mediastinum > The Mediastinum > Cysts (Other than thymic) > Mediastinitis","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","3683","c73af079-49e6-48ef-bf1d-01a997d581ca"
"175","ap_resp","Respiratory / Thoracic","Thoracic pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Paragangliomas","The Respiratory Tract, Pleura, and Mediastinum > The Mediastinum > Cysts (Other than thymic) > Paragangliomas","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","3687","825cdeed-dc99-4262-a892-69d12e878bb6"
"176","ap_resp","Respiratory / Thoracic","Thoracic pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Neurogenic tumors","The Respiratory Tract, Pleura, and Mediastinum > The Mediastinum > Cysts (Other than thymic) > Neurogenic tumors","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","contrastive learning set with two near-misses, diagnostic threshold cue, and delayed mixed retrieval","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","3689","9b388ef8-1c10-420b-ab8e-f392fc078fa2"
"177","ap_resp","Respiratory / Thoracic","Thoracic pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Lymphomas","The Respiratory Tract, Pleura, and Mediastinum > The Mediastinum > Cysts (Other than thymic) > Lymphomas","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","contrastive learning set with two near-misses, diagnostic threshold cue, and delayed mixed retrieval","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","3768","0bb5569c-4974-4a62-ba84-846a166f725a"
"178","ap_soft","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Lipoma and variants","Soft Tissue, Bones, and Joints > Soft Tissue > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Lipoma and variants","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","3786","9da68ebb-22a9-4b26-a195-a85da09953fd"
"179","ap_soft","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Leiomyoma and variants","Soft Tissue, Bones, and Joints > Soft Tissue > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Leiomyoma and variants","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","3787","349db67c-9739-4659-88f8-473c8d2d7a8d"
"180","ap_soft","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Lymphatic tumor","Soft Tissue, Bones, and Joints > Soft Tissue > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Lymphatic tumor","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","3789","d7635436-4a4f-4772-9ef6-06968aa6d323"
"181","ap_soft","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Rhabdomyoma","Soft Tissue, Bones, and Joints > Soft Tissue > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Rhabdomyoma","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","3795","06b0eaef-a1b0-467e-af43-0bfd9954fce2"
"182","ap_soft","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Bones","Soft Tissue, Bones, and Joints > Bones","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","3907","85b949e2-c483-4c93-8abb-d5995e6c2445"
"183","ap_soft","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Osteoporosis","Soft Tissue, Bones, and Joints > Joints > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Osteoporosis","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","3919","8b150957-a856-4cb9-b4ae-df3bad021350"
"184","ap_soft","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Fracture","Soft Tissue, Bones, and Joints > Joints > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Fracture","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","3920","51ff4f05-41fb-4576-a8e6-84946652ccf9"
"185","ap_soft","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","F","PGY4-PGY5/Fellow","P3 fellow/reference depth gap","Phase 4: fellow/consult depth","expert","Bone infarct","Soft Tissue, Bones, and Joints > Joints > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Bone infarct","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Consult-style short answer with molecular/clinical implication and confidence calibration.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; requires subspecialist review or explicit fellow-level caveat","3921","dc2f2206-b5e9-4284-9848-455501119e2a"
"186","ap_soft","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Other Metabolic disorders","Soft Tissue, Bones, and Joints > Joints > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Other Metabolic disorders","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","3924","5cb225bd-0f31-4171-a134-f67978a70843"
"187","ap_soft","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Osteogenesis imperfecta","Soft Tissue, Bones, and Joints > Joints > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Osteogenesis imperfecta","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","3926","7fbfcb44-8bb0-43eb-87fc-435710c0ea88"
"188","ap_soft","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Osteomyelitis","Soft Tissue, Bones, and Joints > Joints > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Osteomyelitis","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","3928","ecb8ed8a-abf8-44a8-a118-3e587760d6e9"
"189","ap_soft","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Lymphomas","Soft Tissue, Bones, and Joints > Joints > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Lymphomas","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","3960","7f4f2b7d-aecb-441c-b6f9-ff8f46b90ff8"
"190","ap_soft","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Chondroblastoma","Soft Tissue, Bones, and Joints > Joints > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Chondroblastoma","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","3962","7a4a9621-4382-4114-957f-ea4be5fab6cf"
"191","ap_soft","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Wear debris arthropathy","Soft Tissue, Bones, and Joints > Joints > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Wear debris arthropathy","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","4064","8faa85c8-9ebe-49fd-86f5-54359c43548a"
"192","ap_soft","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Osteoarthritis","Soft Tissue, Bones, and Joints > Joints > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Osteoarthritis","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","4067","0f9f0153-ff5e-48a1-934a-85b2387fb996"
"193","ap_soft","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Septic arthritis, including tuberculosis","Soft Tissue, Bones, and Joints > Joints > Physiologic Changes, Metabolic Conditions, & Trauma/Infarct > Septic arthritis, including tuberculosis","entity card; representative image/gross or diagram; differential diagnosis card; sign-out or report element drill","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Five-item micro-assessment: recognition, key criterion, top mimic, ancillary/reporting action, safety-critical miss.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","4068","3d4b52ac-47ba-4741-bee0-5872f60bbc66"
"194","ap_cyto","Cytopathology","Cytopathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Screening, Indications, and Techniques","Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Screening, Indications, and Techniques","image card; diagnostic criteria card; Bethesda-style report template; quick recognition quiz","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Image-based adequacy/category call plus report-language check.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","4093","e54819c4-0155-4b55-abf2-b20f0a40f08a"
"195","ap_cyto","Cytopathology","Cytopathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Specific Sampling Techniques","Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Screening, Indications, and Techniques > Specific Sampling Techniques","image card; diagnostic criteria card; Bethesda-style report template; quick recognition quiz","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Image-based adequacy/category call plus report-language check.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","4097","e6c8ba85-393a-4a49-9cb5-b83a52a932c4"
"196","ap_cyto","Cytopathology","Cytopathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Unsatisfactory","Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Screening, Indications, and Techniques > Unsatisfactory","image card; diagnostic criteria card; Bethesda-style report template; quick recognition quiz","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Image-based adequacy/category call plus report-language check.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","4100","49d31633-4b27-49fe-8236-7114fbe5e837"
"197","ap_cyto","Cytopathology","Cytopathology","C","PGY1-PGY2","P0 core board/sign-out gap","Phase 1: core resident coverage","core","Normal, NILM, Including Hormonal Changes and Normal Microbiota","Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Screening, Indications, and Techniques > Normal, NILM, Including Hormonal Changes and Normal Microbiota","image card; diagnostic criteria card; Bethesda-style report template; quick recognition quiz","worked example -> image/gross recognition -> one-minute retrieval -> mixed contrast against common mimic","Image-based adequacy/category call plus report-language check.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must be understandable without prior subspecialty rotation","4101","4bae4329-082a-4ce5-9d2b-826150ba9b7e"
"198","ap_cyto","Cytopathology","Cytopathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Infections","Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Screening, Indications, and Techniques > Infections","image card; diagnostic criteria card; Bethesda-style report template; quick recognition quiz","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Image-based adequacy/category call plus report-language check.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","4103","347367bc-9c4e-4ec5-889a-d17923a32231"
"199","ap_cyto","Cytopathology","Cytopathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Fungi (e.g., Candida)","Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Screening, Indications, and Techniques > Fungi (e.g., Candida)","image card; diagnostic criteria card; Bethesda-style report template; quick recognition quiz","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Image-based adequacy/category call plus report-language check.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","4105","16ed85b6-4f16-480d-ab80-c3a23aaa8f9c"
"200","ap_cyto","Cytopathology","Cytopathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Parasitic (e.g., Trichomonas)","Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Screening, Indications, and Techniques > Fungi (e.g., Candida) > Parasitic (e.g., Trichomonas)","image card; diagnostic criteria card; Bethesda-style report template; quick recognition quiz","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Image-based adequacy/category call plus report-language check.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","4106","1796d284-b244-4f30-ac58-d4d81d022b9f"
"201","ap_cyto","Cytopathology","Cytopathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Viral (e.g., Herpes)","Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Screening, Indications, and Techniques > Viral (e.g., Herpes)","image card; diagnostic criteria card; Bethesda-style report template; quick recognition quiz","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Image-based adequacy/category call plus report-language check.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","4107","11779699-9793-4a0b-8f7c-2c4f29da41ca"
"202","ap_cyto","Cytopathology","Cytopathology","F","PGY4-PGY5/Fellow","P3 fellow/reference depth gap","Phase 4: fellow/consult depth","expert","Reactive/Reparative","Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Screening, Indications, and Techniques > Reactive/Reparative","image card; diagnostic criteria card; Bethesda-style report template; quick recognition quiz","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Image-based adequacy/category call plus report-language check.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; requires subspecialist review or explicit fellow-level caveat","4108","c1e639e5-acce-47cb-92d3-b53535b96992"
"203","ap_cyto","Cytopathology","Cytopathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","IUD Changes","Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Screening, Indications, and Techniques > IUD Changes","image card; diagnostic criteria card; Bethesda-style report template; quick recognition quiz","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Image-based adequacy/category call plus report-language check.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","4114","4404752b-7066-4bb2-9e6a-b59a774dbabb"
"204","ap_cyto","Cytopathology","Cytopathology","AR","PGY2-PGY4","P1 advanced resident gap","Phase 2: advanced sign-out readiness","moderate","Radiation and Chemotherapy Changes","Cytopathology Topics for Anatomic Pathology Residents > Cervical/Vaginal Cytology > Screening, Indications, and Techniques > IUD Changes > Radiation and Chemotherapy Changes","image card; diagnostic criteria card; Bethesda-style report template; quick recognition quiz","schema card, discriminating features, short-answer retrieval, and spaced review in organ-system block","Image-based adequacy/category call plus report-language check.","faculty-reviewed entity card with source/provenance, last-reviewed date, image license/status, and rubric anchor; must include at least one pitfall and one reporting consequence","4115","c1c6078a-c555-4b17-804f-c74df38a9dec"
